wavelength [μm],Cabs [μm^2],Csca [μm^2],g [1]
0.2,739.2527163616098,1215.751510015822,0.8480885765024612
0.20349268054952147,759.4439596951208,1196.0865798892428,0.8574760289917972
0.20704635518614775,781.7616839680556,1173.9867833842736,0.8701910843930538
0.21066208907418743,807.9416696941062,1147.7101132699256,0.8898086246754735
0.2143409659793422,823.2954562735285,1132.436694639578,0.9014064978383269
0.21808408859355052,838.6541702616537,1117.1437495115695,0.9141570127450971
0.22189257886550445,849.7909497141841,1106.0847939478695,0.9239651684477573
0.22576757833693778,854.2925068636648,1101.7149147173036,0.9283436291868943
0.2297102484847876,851.875819501596,1104.3585981878607,0.9271194492782464
0.23372177106933037,842.4368958517493,1114.2187288985858,0.9198425531302425
0.23780334848839801,829.6501121400377,1127.576408394743,0.9092981925072013
0.24195620413778032,817.0788167825895,1140.7786146751755,0.8983304466211953
0.2461815827779205,806.2203625569666,1152.2662659586406,0.8881502070825563
0.25048075090701466,795.9693116361154,1163.1101233771594,0.877754565064588
0.25485499714062676,793.6060475944466,1165.8321100570004,0.8744227504273857
0.25930563259793366,796.0697218951764,1163.56071415454,0.8750181712965335
0.26383399129471435,802.1945496650719,1157.537740090679,0.879135372254739
0.2684414305432025,810.0762998948314,1149.800218615776,0.8853094727862593
0.27312933135892214,819.3035873474694,1140.7842583803213,0.8929581215303379
0.27789909887462755,826.4964118752405,1133.8754741545883,0.8989971025234483
0.28275216276147214,831.5941062250147,1129.091263909033,0.9032409682427883
0.2876899776575326,834.8395342993911,1126.1734197788649,0.9058650304462476
0.29271402360381604,836.153393236807,1125.2013414990236,0.9068081168010483
0.29782580648788193,837.3282647542171,1124.3692116990305,0.9076129923573627
0.30302685849521066,838.0160435006151,1124.026753474128,0.9079450962677129
0.30831873856845454,839.2127494774529,1123.190906151182,0.9029487708367866
0.3137030328747095,837.8276427748758,1124.924776204596,0.896218602182329
0.31918135528094627,823.6727268634756,1139.1593554496837,0.8826370314682206
0.3247553478377444,776.215642427052,1187.3933517198577,0.861886197551572
0.33042668127147407,676.1195229251036,1287.8328629490127,0.8359287224484858
0.3361970554850729,531.9081343349333,1431.0700500925514,0.8113531556033006
0.34206820006756816,380.2040738644555,1585.1324177181225,0.793216090404515
0.34804187481249704,251.9385171957449,1713.8917269143985,0.7790622933380981
0.3541198702453798,157.72566416613336,1806.8748069812314,0.7722606901484781
0.36030400816040503,95.11311326710802,1871.2363315922366,0.7712419372303636
0.3665961421664873,56.5729685568474,1908.001670806616,0.7705374414108803
0.3729981582428595,32.83007463562467,1934.776949183842,0.7719945399391359
0.3795119753043701,19.037720020533925,1948.3521829157214,0.7755905870767353
0.38613954577665,10.95395418127032,1958.2152868486357,0.7791599879025095
0.3928828561813256,6.254549554312916,1959.8634342199982,0.7812364716741979
0.3997439277314502,3.5921225810809574,1961.0938120490607,0.7846381055726976
0.4067248169373347,3.150799986545735,1963.1789614628335,0.7849104071007279
0.413827616222958,2.8926958445542823,1961.999044849686,0.7869765709090416
0.4210544545531415,2.538214925608827,1965.482183270031,0.7869284582544154
0.42840749807167683,2.352875109239676,1969.3336682805195,0.7871627428575576
0.43588895075059714,2.2185896896285158,1964.4539924046753,0.7865408846756025
0.44350105505078646,2.004389315905428,1970.540842300311,0.7869702877945403
0.4512460925941269,1.9080566738098241,1971.6879124350494,0.7877983127515407
0.459126384847382,1.8676212228069744,1972.7078868516533,0.7891978071221023
0.4671442938180245,1.7804610340888303,1972.1649474329888,0.7886961677229687
0.475302222762215,1.7229173691493997,1971.3044443444785,0.7886810964113944
0.48360261690514417,1.7030941571479161,1973.9195460719168,0.7886016666013118
0.4920479641739553,1.6709684423353792,1971.5309166445147,0.7893092821344421
0.500640795943465,1.6492840784123928,1971.810784961149,0.7902047673056751
0.5093836877949082,1.6729113224457706,1968.747023945259,0.7889604232267888
0.5182792602879318,1.7076238963327341,1977.817704830396,0.7895267682869361
0.5273301797460717,1.6189904243640285,1975.9952785418197,0.7881143420408279
0.5365391590559452,1.528302681363357,1974.493291231113,0.7898839984174741
0.5459089584804016,1.4700304998934826,1978.3593828262851,0.7902742470596823
0.5554423864858712,1.4927182148971951,1976.0552630108457,0.7905119986318446
0.5651423005841657,1.6092550564480916,1974.6403691951439,0.7892769115118258
0.575011608188976,1.4858725828692059,1973.1054842003512,0.7895052436656431
0.5850532674873292,1.460145889512205,1982.571832565376,0.7904062475509451
0.5952702883262637,1.3626524262263047,1979.98469525433,0.7906582489112645
0.6056657331149892,1.2741833770530775,1983.3650398271611,0.7920063433050872
0.6162427177428007,1.3597080622755584,1984.0896467110942,0.7892980390582185
0.627004412513023,1.3644757045012739,1978.7609843997463,0.789032741691381
0.6379540430932644,1.4259736639016865,1981.3247952833913,0.7903044929463733
0.6490948914822663,1.4690374667191008,1980.813078147442,0.7891733172473794
0.6604302969936352,1.5041813175353127,1982.748453040277,0.7889434380502528
0.6719636572567564,1.5808698663549876,1983.5098211448378,0.7910352691224122
0.6836984292351859,1.6493558857557673,1977.373382340976,0.7888948632865315
0.6956381302628262,1.6974262272763099,1988.6703426778986,0.7874679594167041
0.707786339098198,1.810144496382918,1987.2280783944764,0.7871891116883061
0.720146696997124,1.8100568381801168,1986.0342136922288,0.7877099175329838
0.7327229088041434,1.917090775493989,1987.2635662530683,0.7885974388492473
0.7455187440629881,1.9394694414720561,1979.436834448923,0.7876011411603594
0.7585380381464499,2.1208776336120536,1991.8444540671264,0.7878053064438802
0.7717846934059808,1.9953262180551974,1991.5802781557572,0.7889789641115184
