wavelength [μm],Cabs [μm^2],Csca [μm^2],g [1]
0.5024120603015074,803.1750048083177,1171.581604291446,0.8908445526194119
0.5045226130653265,807.1959543480909,1168.1088443118929,0.8916977155491286
0.5066331658291457,810.8786457202684,1165.0835160836705,0.8925200284002839
0.5087437185929647,814.3749037173529,1160.9991270622131,0.8938279079640954
0.5108542713567839,817.6882229595362,1156.7264068052823,0.8945689275075569
0.512964824120603,820.7649375347078,1153.7726366202123,0.8959333781619615
0.5150753768844221,823.5947182731859,1151.6803194851288,0.8968225400063348
0.5171859296482412,826.2942983585947,1149.6611242029903,0.8976699978271053
0.5192964824120602,828.7680695002141,1147.8640562951286,0.8983806768829216
0.5214070351758794,830.9673214028371,1145.4931195423794,0.8995048982504689
0.5235175879396985,833.1041615653553,1143.086985455658,0.9001631895576563
0.5256281407035176,834.987821602497,1141.6774076353274,0.9005690275227367
0.5277386934673367,836.7553346782024,1140.2515076680716,0.9009211025003355
0.5298492462311558,838.338712173462,1138.2114339393022,0.9013488382665247
0.5319597989949748,839.7468510613644,1136.0637025021172,0.9020190306877022
0.534070351758794,841.0633979204044,1134.7884773888154,0.9024137204361207
0.536180904522613,842.2410126492464,1134.1812446668298,0.9032441146406635
0.5382914572864322,843.2243243347166,1133.8244182483559,0.9036187643911022
0.5404020100502512,844.1657653023735,1133.5093958101918,0.9039259189814777
0.5425125628140705,844.9399929493782,1132.9019822127568,0.904014646237823
0.5446231155778893,845.5241279065528,1132.04203497138,0.9045346848154365
0.5467336683417084,846.0993274957204,1131.6680556349845,0.9047422406564073
0.5488442211055276,846.4792916454248,1131.6587042883225,0.9046327481598191
0.5509547738693467,846.8128860994407,1131.2567869974812,0.9044611501847793
0.5530653266331658,847.0007645494204,1130.5034084953688,0.9042417880525838
0.5551758793969849,847.0721746178201,1129.9658843640088,0.9044381708708242
0.557286432160804,847.0757223051485,1130.2138632178521,0.9044101377971645
0.5593969849246231,846.9940956679866,1130.8908002492815,0.9045945257089734
0.5615075376884422,846.7681213509961,1131.7254439029753,0.9046868699698409
0.5636180904522613,846.4324516906668,1132.6125958755924,0.9045398807149495
0.5657286432160804,846.0294205737164,1133.1546372553782,0.9040745181117228
0.5678391959798995,845.5765886227637,1133.4181006585902,0.903881986440456
0.5699497487437186,844.9616379090164,1134.1428279914392,0.9038717924269236
0.5720603015075377,844.3358497518502,1135.167953823057,0.9034871236029107
0.5741708542713568,843.56804994599,1135.9167970507579,0.9028877598574802
0.5762814070351759,842.8067457049517,1136.1686293657935,0.9022689330567154
0.578391959798995,841.9396992427019,1136.477257183744,0.9016479894112845
0.580502512562814,841.0214845970966,1137.3258997919995,0.9015121001570336
0.5826130653266332,840.1059458153609,1138.7733853493805,0.9011813844570158
0.5847236180904521,839.1958413475718,1140.3672448742338,0.9010337119435174
0.5868341708542714,838.2500450448765,1141.9665138345113,0.900961118736948
0.5889447236180904,837.2677609536095,1143.382365857772,0.9005856647351674
0.5910552763819095,836.4242127964519,1144.1567958633989,0.9000605071649577
0.5931658291457286,835.6675629661588,1144.7838854638871,0.8995683052339443
0.5952763819095477,834.8963714067568,1145.7977042564048,0.899582990151021
0.5973869346733668,834.3713962263014,1146.677939079613,0.8994009718988081
0.5994974874371859,833.9247840415358,1146.8596044326182,0.8989435000047087
0.601608040201005,833.7144238957667,1146.367005531056,0.8985356157864705
0.6037185929648241,833.7302503711769,1145.8414622755552,0.8982055051982669
0.6058291457286432,833.9546329575487,1145.792150004163,0.8983719535302106
0.6079396984924623,834.3619700396953,1146.022070143891,0.8987573439310426
0.6100502512562814,835.0865192813203,1146.100143968116,0.8990057311921293
0.6121608040201005,836.0756801147011,1145.737303160311,0.8997248069237773
0.6142713567839196,837.2380026840242,1144.8448391768052,0.9001857038762
0.6163819095477387,838.7100936459613,1143.2496100909368,0.9006968531081869
0.6184924623115579,840.3228894260812,1141.6347550334947,0.9008804963211579
0.6206030150753769,842.194123669487,1140.0091056991052,0.9015378723908617
0.622713567839196,844.1100659141148,1138.2122339575865,0.9024873283749756
0.624824120603015,846.2047081450135,1135.886097253234,0.9031999042792374
0.6269346733668342,848.2830837722361,1133.2333683339707,0.9037309850102295
0.6290452261306532,850.4274459629148,1130.7468450310873,0.9043261974096279
0.6311557788944724,852.521056341034,1128.773240465588,0.9049371457045783
0.6332663316582914,854.5236881301983,1127.183688226109,0.9058138197994473
0.6353768844221105,856.3739084593697,1125.8587498785835,0.9067961755255419
0.6374874371859296,858.1555139381708,1124.6534220514975,0.9076057530846791
0.6395979899497487,859.8206908087564,1123.3945443876448,0.9085565783593381
0.6417085427135678,861.277614303955,1122.1147409812966,0.9093657880312266
0.6438190954773869,862.5461846736123,1120.8837900607427,0.9099278375356918
0.645929648241206,863.6885362909334,1119.810029476492,0.9103150028704476
0.6480402010050251,864.6178780636396,1119.0147208115561,0.9105220761232553
0.6501507537688442,865.3161153074793,1118.3497786885575,0.910930639392498
0.6522613065326633,865.8062760020466,1117.7557780295795,0.9112554681808187
0.6543718592964824,866.0966148000841,1117.2614207494921,0.9112529853345724
0.6564824120603014,866.127692292861,1116.9734492418552,0.9110169883682682
0.6585929648241206,865.9782658118966,1117.0115660759475,0.9106869805011562
0.6607035175879397,865.5874295372912,1117.4926412433333,0.9102403548310083
0.6628140703517588,864.9271635657058,1118.4318858436134,0.9098319784269249
0.6649246231155778,863.9485612709789,1119.8157027686252,0.9094499965378086
0.667035175879397,862.7134360651992,1121.5639667368769,0.9088610270255711
0.669145728643216,861.17757662491,1123.5707233552753,0.9082296835900938
0.6712562814070352,859.2174559014966,1125.813757466862,0.907492854146425
0.6733668341708542,856.7803850897578,1128.3886420448662,0.9063620631604906
0.6754773869346734,853.9686604158092,1131.2540682164824,0.9050706289009901
0.6775879396984924,850.5861638119177,1134.7426657839414,0.903339590043106
0.6796984924623116,846.6911983199761,1138.8109623383143,0.9016296364164595
0.6818090452261306,842.0482242871519,1143.5453502577873,0.90006981374479
0.6839195979899497,836.7962957592965,1148.6926238863623,0.898264910482189
0.6860301507537688,830.7169607071296,1154.2861652126849,0.8959587464796716
0.6881407035175879,823.721059247983,1160.5779178010832,0.8934155035189809
0.690251256281407,815.9183682508349,1167.9649547795088,0.8907252805986305
0.6923618090452262,807.0572051163942,1176.9506996170528,0.8878348111993146
