wavelength [μm],Cabs [μm^2],Csca [μm^2],g [1]
0.38,0.0,1932.8378592743138,0.5006122288363475
0.3821105527638191,0.0,1932.849985901283,0.5006119876571493
0.3842211055276383,0.0,1932.862100394682,0.5006117269238624
0.3863316582914573,0.0,1932.8742029989023,0.5006114507061395
0.3884422110552764,0.0,1932.8862937563085,0.5006111601356436
0.3905527638190955,0.0,1932.8983726686286,0.5006108527542805
0.39266331658291453,0.0,1932.910439747959,0.5006105247019511
0.3947738693467336,0.0,1932.9224950748003,0.5006101734306134
0.3968844221105528,-2.2737367544323206e-13,1932.9345388958043,0.5006097992288188
0.39899497487437185,0.0,1932.9465712573897,0.5006094029849857
0.4011055276381909,190.6948892277985,1779.4116883800516,0.8022732114714235
0.4032160804020101,194.2400467671505,1775.7561714358285,0.8021680157250537
0.40532663316582923,197.68871806537913,1769.0254858293843,0.8027446128925819
0.4074371859296482,201.07820915158277,1769.3926036613489,0.8026150671539075
0.40954773869346733,205.62440151502256,1762.490950489477,0.8046128415774721
0.41165829145728644,209.9069763620671,1760.8212630470314,0.8045269596762714
0.4137688442211055,215.0896919121726,1751.5980560897467,0.8057860324925081
0.41587939698492454,220.27336957576244,1751.818834019847,0.8064695099419414
0.4179899497487437,225.84515668877611,1745.1158788903513,0.8064939414619586
0.4201005025125628,231.63072269596,1735.9597851683363,0.8068247272371877
0.42221105527638186,238.30785310436363,1730.5728748453544,0.807464982906854
0.4243216080402009,244.86571290378902,1724.4422560483392,0.8084956092453253
0.4264321608040201,251.1280303130127,1720.5155599753962,0.8098032394295406
0.4285427135678392,256.9641414944706,1712.8601772911475,0.8104608897690772
0.4306532663316583,262.38014907119486,1708.3206302271878,0.8113377948443816
0.43276381909547745,267.07802194029273,1705.0563979964934,0.8118862589700767
0.4348743718592965,270.62391059773677,1700.4716775161041,0.8114626305935214
0.4369849246231156,273.7152674170575,1694.5415149223309,0.8124746611845279
0.43909547738693455,275.77174355278066,1695.8672082074374,0.812737543267347
0.44120603015075377,277.6461366671815,1693.7885219785464,0.8127965411115227
0.44331658291457277,278.5157901089856,1695.5017269411985,0.8125016981027254
0.445427135678392,279.48831739755883,1689.8578563703686,0.8135150801561183
0.44753768844221103,280.2734682179598,1692.4800038081944,0.8132297437597698
0.4496482412060301,281.72577953175755,1691.7992519231943,0.8139041010296828
0.4517587939698493,283.2058448313228,1688.0940331797585,0.8139079173742862
0.4538693467336684,284.8594844835518,1684.7696910868747,0.8132733144313928
0.45597989949748735,287.1884733051272,1684.9877452882622,0.8145199032704076
0.4580904522613065,289.6720647875868,1682.4675470597415,0.8146955147317401
0.4602010050251256,291.8926770078001,1682.6768857301518,0.8154499419651823
0.46231155778894467,294.8090834429295,1677.0291207871971,0.8153914805335489
0.4644221105527637,297.92407127366755,1674.1058554147228,0.8157551510421136
0.4665326633165829,300.90190603731617,1674.0950615842662,0.8164947798941603
0.468643216080402,303.66322043398327,1670.181467367858,0.816548442582536
0.47075376884422104,306.7701415003687,1662.9116450358458,0.8165259781912492
0.47286432160804015,309.75988221750254,1662.8642839979805,0.8172197289169143
0.4749748743718593,312.7396875684717,1660.1218174182725,0.8169637810721446
0.4770854271356784,315.73455392326196,1658.8914745953675,0.8183543269297069
0.4791959798994975,318.4827714111573,1656.7617629023264,0.818918898169698
0.48130653266331663,321.10720901554873,1650.8527988089504,0.8186361509042306
0.4834170854271357,323.8402576697349,1650.8975948559182,0.8182391498830388
0.48552763819095474,326.52691252630916,1648.9209230265476,0.8193010488511924
0.48763819095477373,328.9306091493754,1645.3540937508326,0.8189807253163021
0.48974874371859295,331.2936979597714,1639.2934525849976,0.8193543346014703
0.491859296482412,333.40607753950576,1640.3722348136112,0.8196694148692647
0.4939698492462312,335.63783176678135,1638.3337338224915,0.8204474243901336
0.49608040201005027,337.62049226303634,1637.9306689752607,0.8200207484803632
0.4981909547738694,339.35578884924985,1637.6777546241633,0.8212640396887292
0.5003015075376885,341.33918524259775,1631.8947047980193,0.8211723803105282
0.5024120603015074,342.7314763333675,1631.8874689050845,0.8212945809520149
0.5045226130653265,343.88606361850225,1633.4724071333287,0.8208210174255309
0.5066331658291457,345.2673475009185,1630.873930814482,0.8211033913806196
0.5087437185929647,346.72177604466833,1626.3906138082687,0.8215012208068254
0.5108542713567839,347.4544548514807,1625.4307640744287,0.8208761314330032
0.512964824120603,348.64039981590895,1626.8528452813669,0.8219824380791648
0.5150753768844221,348.8364447393694,1626.3719649737268,0.8222518975440137
0.5171859296482412,349.613900368523,1628.124551228474,0.8214490999694749
0.5192964824120602,350.090553024932,1627.3613116882857,0.8222462338092896
0.5214070351758794,350.1881710247844,1623.5449004359243,0.8223890410250584
0.5235175879396985,350.3791401022695,1626.1748494410874,0.822059957656624
0.5256281407035176,349.81780579540305,1628.6840173676833,0.8217806122938351
0.5277386934673367,349.8472950002283,1627.6459072703983,0.8209539639078606
0.5298492462311558,349.40974428192385,1624.3987297999076,0.8212626643609603
0.5319597989949748,348.64226938061915,1625.2600800316611,0.8213371315734864
0.534070351758794,347.8604075750318,1628.7683412194692,0.821267232236293
0.536180904522613,347.0404520297691,1629.459591124744,0.8219956239120932
0.5382914572864322,345.4179889964955,1633.3647261879667,0.8223251455543847
0.5404020100502512,344.52943814410173,1634.6802906793146,0.8210938048625037
0.5425125628140705,343.33317450203936,1632.6171105308179,0.8213837525623665
0.5446231155778893,341.8436544340991,1635.3194781829177,0.8217103098605553
0.5467336683417084,339.643406939633,1640.7510109405841,0.8213234854098848
0.5488442211055276,337.8793706187155,1641.8749599892005,0.8209168379078868
0.5509547738693467,335.8979228429389,1640.5819438478775,0.8194844088502372
0.5530653266331658,333.44404305381704,1640.366935186353,0.8194453183211158
0.5551758793969849,330.9276516514483,1645.1657411524911,0.8200326678861587
0.557286432160804,328.65332207368033,1649.214482750286,0.8191540116477487
0.5593969849246231,325.6611284850044,1652.4605812598088,0.8200505263000079
0.5615075376884422,323.33884325135796,1657.9197167561206,0.8200124516499067
0.5636180904522613,320.75889424538695,1659.172426597316,0.8197361960598964
0.5657286432160804,317.3481430648824,1659.8473893815308,0.818085491448478
0.5678391959798995,314.166652678384,1665.3182285437983,0.8191559633141806
0.5699497487437186,310.68403557277384,1670.9203700129892,0.8184955907028413
0.5720603015075377,306.96747205697307,1673.2930604570447,0.8178960273031706
0.5741708542713568,303.3833697178886,1674.158474255303,0.816625146406369
0.5762814070351759,300.04137227238493,1675.281117365648,0.8155114104034393
