wavelength,n,k
1.624816915572593571e+05,1.551718791031524880e+00,1.533009490580213192e-02
1.653191747760362632e+05,1.551718791031524880e+00,1.533009490580213192e-02
1.682062101070521167e+05,1.551718791031524880e+00,1.533009490580213192e-02
1.711436628988000739e+05,1.551718791031524880e+00,1.533009490580213192e-02
1.741324136117025628e+05,1.551718791031524880e+00,1.533009490580213192e-02
1.771733580820164643e+05,1.551718791031524880e+00,1.533009490580213192e-02
1.802674077903486032e+05,1.551718791031524880e+00,1.533009490580213192e-02
1.834154901348586427e+05,1.551718791031524880e+00,1.533009490580213192e-02
1.866185487092332914e+05,1.551718791031524880e+00,1.533009490580213192e-02
1.898775435855164251e+05,1.551718791031524880e+00,1.533009490580213192e-02
1.931934516018766735e+05,1.551718791031524880e+00,1.533009490580213192e-02
1.965672666554004245e+05,1.551718791031524880e+00,1.533009490580213192e-02
2.000000000000000291e+05,1.551718791031524880e+00,1.533009490580213192e-02
