wavelength,n,k
6.719636572567562325e+03,1.658449303244506234e+00,1.176490223594051504e-01
6.836984292351858130e+03,1.659171798984336865e+00,1.183327227448856267e-01
6.956381302628261437e+03,1.659888175617102890e+00,1.190377004307984904e-01
7.077863390981977318e+03,1.660609952768856923e+00,1.197615649106702207e-01
7.201466969971237631e+03,1.661547220141685655e+00,1.204461961133155290e-01
7.327229088041432988e+03,1.663385637328326006e+00,1.209032322580917418e-01
7.455187440629880257e+03,1.665388816235116032e+00,1.213257888983898525e-01
7.585380381464500715e+03,1.667448067029154490e+00,1.217459616174806775e-01
7.717846934059806699e+03,1.669534285618105018e+00,1.221778942912140065e-01
7.852626803413675589e+03,1.671599430963405686e+00,1.226444372051134907e-01
7.989760387908341727e+03,1.672953144357370192e+00,1.234096524080142421e-01
8.129288791419256086e+03,1.673971746236779579e+00,1.243229770994198763e-01
8.271253835635416181e+03,1.675422650935026736e+00,1.251226395702236815e-01
8.415698072594805126e+03,1.677175053068518329e+00,1.258140044184804240e-01
8.562664797438788810e+03,1.678607454062555959e+00,1.263203100488249908e-01
8.712198061389217401e+03,1.679771769416153804e+00,1.267118006252935802e-01
8.864342684952172931e+03,1.680954089026854392e+00,1.270953658517696427e-01
9.019144271352293799e+03,1.682151571847095184e+00,1.273476125215822208e-01
9.176649220201690696e+03,1.683359985357270716e+00,1.275530597690240353e-01
9.336904741407581241e+03,1.684505009515133489e+00,1.283383438153350431e-01
9.499958869322821556e+03,1.685625930502650416e+00,1.290988667551263014e-01
9.665860477143505705e+03,1.686762547786681443e+00,1.298047203420964191e-01
9.834659291558038603e+03,1.687994729978024466e+00,1.303805205601854533e-01
1.000640590765200977e+04,1.689520351871752313e+00,1.310080431933695055e-01
1.018115180407336447e+04,1.690167909216076625e+00,1.316078214623770115e-01
1.035894935846242151e+04,1.690801876107520085e+00,1.320687686167482666e-01
1.053985186315131432e+04,1.691423999280542212e+00,1.325204990839849439e-01
1.072391354113763373e+04,1.692050767935789679e+00,1.329772878822590987e-01
1.091118956233703648e+04,1.692742747983523310e+00,1.334468369440747204e-01
1.110173606011961056e+04,1.693529768539015379e+00,1.339059825340478960e-01
1.129561014813511065e+04,1.694342999868528432e+00,1.343059235043700395e-01
1.149286993743194944e+04,1.695183939328435585e+00,1.346660506885689890e-01
1.169357455387517984e+04,1.696069651108836673e+00,1.350003440639759855e-01
1.189778415586867050e+04,1.697125784079112742e+00,1.352284258970040121e-01
1.210555995238670039e+04,1.698181497582044175e+00,1.356279878446768339e-01
1.231696422132052248e+04,1.699234557636700282e+00,1.362218575382587449e-01
1.253206032814530772e+04,1.700277111974670685e+00,1.369667410384445838e-01
1.275091274491301374e+04,1.701237476570408580e+00,1.380288112145064139e-01
1.297358706957702270e+04,1.702221192176146536e+00,1.390104850057169439e-01
1.320015004565419258e+04,1.703249603020358327e+00,1.396891634030152929e-01
1.343066958223028450e+04,1.704380059240127254e+00,1.401740583722229094e-01
1.366521477431480525e+04,1.705629484055033229e+00,1.405454834584458634e-01
1.390385592355121298e+04,1.706881363725729184e+00,1.409418347066508093e-01
1.414666455928887990e+04,1.708107802645932871e+00,1.414054004898566141e-01
1.439371346002303653e+04,1.709280478789032776e+00,1.419584182971828368e-01
1.464507667520906944e+04,1.710481304661322532e+00,1.424127563973454635e-01
1.490082954745782808e+04,1.711483603765755479e+00,1.426745768619510080e-01
1.516104873511852566e+04,1.712251050679274966e+00,1.427911058211366324e-01
1.542581223525598762e+04,1.713031298659832169e+00,1.429035137267161415e-01
1.569519940702922395e+04,1.714030330437580796e+00,1.430881743693524777e-01
1.596929099547817532e+04,1.715122983298441817e+00,1.433578389875939940e-01
1.624816915572593280e+04,1.716230703914597200e+00,1.437046769822953041e-01
1.653191747760361977e+04,1.717438109858603790e+00,1.439801144463677129e-01
1.682062101070521021e+04,1.718662747404142044e+00,1.442571906927629100e-01
1.711436628988001394e+04,1.719895198839424211e+00,1.444718934097145857e-01
1.741324136117025409e+04,1.721068909553293613e+00,1.445231246162853866e-01
1.771733580820164934e+04,1.722258490753831861e+00,1.445736234329957626e-01
1.802674077903486977e+04,1.723464079900849155e+00,1.446231779222967029e-01
1.834154901348586282e+04,1.724750997294873800e+00,1.447705007936047616e-01
1.866185487092332914e+04,1.726121980469809358e+00,1.449918340446575971e-01
1.898775435855165051e+04,1.727516979113999485e+00,1.451614999731118960e-01
1.931934516018766590e+04,1.728935646420322936e+00,1.452846901319855277e-01
1.965672666554005264e+04,1.730181623660272505e+00,1.454198620638702810e-01
2.000000000000000364e+04,1.731047432256267449e+00,1.456034765988961921e-01
2.034926805495213193e+04,1.731926676773432705e+00,1.457882739137791595e-01
2.070463551861475935e+04,1.732819418738703598e+00,1.459751957710843095e-01
2.106620890741874246e+04,1.733714656108856778e+00,1.461321631624115935e-01
2.143409659793421088e+04,1.734608681962165111e+00,1.462479062338904179e-01
2.180840885935505503e+04,1.735516304369769225e+00,1.463626848124296165e-01
2.218925788655044016e+04,1.736439528170668378e+00,1.464597128827657135e-01
2.257675783369376950e+04,1.737329620087224358e+00,1.464900276885510721e-01
2.297102484847876258e+04,1.738227454422576645e+00,1.464361654195623086e-01
2.337217710693302070e+04,1.739141430135130229e+00,1.463593316333843264e-01
2.378033484883980054e+04,1.740053532230015465e+00,1.462865737681799672e-01
2.419562041377802962e+04,1.740944925669591026e+00,1.462690766848398216e-01
2.461815827779204119e+04,1.741826760402806151e+00,1.464555339488628483e-01
2.504807509070146625e+04,1.742600555221693437e+00,1.468160318258416031e-01
2.548549971406267287e+04,1.742574747111778732e+00,1.470920425653944041e-01
2.593056325979335452e+04,1.742548031174571799e+00,1.473770899142714530e-01
2.638339912947143603e+04,1.742523472291415132e+00,1.476442081891050917e-01
2.684414305432024048e+04,1.742518970089306451e+00,1.477356275792784113e-01
2.731293313589219542e+04,1.742564469285684980e+00,1.473875632214123876e-01
2.778990988746275252e+04,1.742624052760787023e+00,1.469169144455191867e-01
2.827521627614720273e+04,1.742685511117421759e+00,1.464313486613524062e-01
2.876899776575326177e+04,1.742745371820555000e+00,1.459613904110307059e-01
2.927140236038159856e+04,1.742790370794161214e+00,1.456231817394203487e-01
2.978258064878817459e+04,1.742823238340997394e+00,1.453924705483015944e-01
3.030268584952106175e+04,1.742854212564383110e+00,1.451794756080368731e-01
3.083187385684543915e+04,1.742885564702512990e+00,1.449643215100344107e-01
3.137030328747096064e+04,1.742917125844494874e+00,1.447485063141963901e-01
3.191813552809462271e+04,1.742947848338353589e+00,1.445411999206239750e-01
3.247553478377441934e+04,1.742977592956545196e+00,1.443436215477696405e-01
3.304266812714740809e+04,1.743007693326056762e+00,1.441441384391557723e-01
3.361970554850727785e+04,1.743038134524798943e+00,1.439429031316034890e-01
3.420682000675679592e+04,1.743066838480826553e+00,1.437580483431698530e-01
3.480418748124970443e+04,1.743085762318200782e+00,1.436596358175241950e-01
3.541198702453796432e+04,1.743097362054349952e+00,1.436262132317043805e-01
3.603040081604048464e+04,1.743107552061825993e+00,1.436062549555743306e-01
3.665961421664871887e+04,1.743117828064134844e+00,1.435867501134180657e-01
3.729981582428592810e+04,1.743129919332794486e+00,1.435526592741312724e-01
3.795119753043701348e+04,1.743161584664766783e+00,1.433494079130216703e-01
3.861395457766499749e+04,1.743216742728775026e+00,1.429432373285841051e-01
3.928828561813254055e+04,1.743277620398095973e+00,1.424891450176809515e-01
3.997439277314501669e+04,1.743339939333305333e+00,1.420244338056411981e-01
4.067248169373345445e+04,1.743401450141596420e+00,1.415686510421356181e-01
4.138276162229580950e+04,1.743452383842080566e+00,1.412063116234949789e-01
4.210544545531414769e+04,1.743496802502919829e+00,1.409020399854941097e-01
4.284074980716766731e+04,1.743540984460388854e+00,1.406014735448526121e-01
4.358889507505971415e+04,1.743585885880613251e+00,1.402963748160316604e-01
4.435010550507864536e+04,1.743630742765222674e+00,1.399933695034104864e-01
4.512460925941266760e+04,1.743668912718929764e+00,1.397497205234087270e-01
4.591263848473819235e+04,1.743703206245646342e+00,1.395411240661968977e-01
4.671442938180243073e+04,1.743737927519089181e+00,1.393304916924071324e-01
4.753022227622146602e+04,1.743773168556525421e+00,1.391170622885345709e-01
4.836026169051441684e+04,1.743805638949228909e+00,1.389291590964556178e-01
4.920479641739550425e+04,1.743828492746548608e+00,1.388256087532093175e-01
5.006407959434652003e+04,1.743847035525867728e+00,1.387607613988713073e-01
5.093836877949081099e+04,1.743865623309041490e+00,1.386971920415472903e-01
5.182792602879315382e+04,1.743884598937534447e+00,1.386319836882428658e-01
5.273301797460717353e+04,1.743905065673245991e+00,1.385556920915069212e-01
5.365391590559450560e+04,1.743930684709686929e+00,1.384369241472059031e-01
5.459089584804015612e+04,1.743960091433217618e+00,1.382874658909120369e-01
5.554423864858711022e+04,1.743990180364334952e+00,1.381340237775593727e-01
5.651423005841654231e+04,1.744020669511273214e+00,1.379790523667512037e-01
5.750116081889760972e+04,1.744048176963546970e+00,1.378515665869993467e-01
5.850532674873290671e+04,1.744054546683688978e+00,1.379071397574321844e-01
5.952702883262632531e+04,1.744051090884598754e+00,1.380488601876007915e-01
6.056657331149891979e+04,1.744046681820724976e+00,1.382007458517302556e-01
6.162427177428005234e+04,1.744042410654996100e+00,1.383534795217770674e-01
6.270044125130225439e+04,1.744042308842761235e+00,1.384725006835046124e-01
6.379540430932643358e+04,1.744064062929274961e+00,1.384060563558422996e-01
6.490948914822658116e+04,1.744096492825134348e+00,1.382501703457469644e-01
6.604302969936351292e+04,1.744130366821185607e+00,1.380841194847088615e-01
6.719636572567562689e+04,1.744164718318778284e+00,1.379162366458870637e-01
6.836984292351854674e+04,1.744197510088478786e+00,1.377640059252591143e-01
6.956381302628261619e+04,1.744221939770868923e+00,1.376856684160702171e-01
7.077863390981977864e+04,1.744242730332354219e+00,1.376407795439234805e-01
7.201466969971240906e+04,1.744263377240656387e+00,1.375994487402334432e-01
7.327229088041433715e+04,1.744284265391168320e+00,1.375584215647485675e-01
7.455187440629876801e+04,1.744303537359805700e+00,1.375336274455873364e-01
7.585380381464499806e+04,1.744312152998765963e+00,1.376024332384078175e-01
7.717846934059806517e+04,1.744316881259730945e+00,1.377069856520736768e-01
7.852626803413672314e+04,1.744321406319595535e+00,1.378158159395502513e-01
7.989760387908341363e+04,1.744326159664561171e+00,1.379252765159492966e-01
8.129288791419255722e+04,1.744332670519094242e+00,1.380223187581542665e-01
8.271253835635412543e+04,1.744344018604317981e+00,1.380806102907942146e-01
8.415698072594805853e+04,1.744358048042408793e+00,1.381186482672146776e-01
8.562664797438782989e+04,1.744372600945991447e+00,1.381549553937533314e-01
8.712198061389217037e+04,1.744387492203753443e+00,1.381911643273849299e-01
8.864342684952171112e+04,1.744403412140526966e+00,1.382214124262234056e-01
9.019144271352290525e+04,1.744421753196579106e+00,1.382338265409718547e-01
9.176649220201690332e+04,1.744441480795333010e+00,1.382373173877724237e-01
9.336904741407580150e+04,1.744461666046836612e+00,1.382398902738330715e-01
9.499958869322825922e+04,1.744482152331795488e+00,1.382429381485883735e-01
9.665860477143505705e+04,1.744502373794628580e+00,1.382513572345482888e-01
9.834659291558033146e+04,1.744521040893643349e+00,1.382762375235755958e-01
1.000640590765200905e+05,1.744539272711258526e+00,1.383080536765189938e-01
1.018115180407336447e+05,1.744557737042571555e+00,1.383411452519068552e-01
1.035894935846241715e+05,1.744576595112193873e+00,1.383741888081023164e-01
1.053985186315131432e+05,1.744596548107038902e+00,1.384012405946759006e-01
1.072391354113763518e+05,1.744618800571734241e+00,1.384120510942286331e-01
1.091118956233703066e+05,1.744642276072283060e+00,1.384158946811107072e-01
1.110173606011961238e+05,1.744666260966022175e+00,1.384189400841272510e-01
1.129561014813510556e+05,1.744690665134761565e+00,1.384220202209073269e-01
1.149286993743194907e+05,1.744715493876010326e+00,1.384251524968568292e-01
1.169357455387517984e+05,1.744740754547525752e+00,1.384283377646044200e-01
1.189778415586866322e+05,1.744766454633556396e+00,1.384315768896413612e-01
1.210555995238670002e+05,1.744792601746975258e+00,1.384348707504768072e-01
1.231696422132052394e+05,1.744819203631455373e+00,1.384382202387909044e-01
1.253206032814531354e+05,1.744846268163676717e+00,1.384416262595898062e-01
1.275091274491301447e+05,1.744873803355570185e+00,1.384450897313602713e-01
1.297358706957701652e+05,1.744901817356600882e+00,1.384486115862227917e-01
1.320015004565419222e+05,1.744930318456081597e+00,1.384521927700875510e-01
1.343066958223028632e+05,1.744959315085530482e+00,1.384558342428074129e-01
1.366521477431480016e+05,1.744988815821062689e+00,1.384595369783319929e-01
1.390385592355121044e+05,1.745018829385823533e+00,1.384633019648611463e-01
1.414666455928887881e+05,1.745049364652456747e+00,1.384671302049976793e-01
1.439371346002303180e+05,1.745080430645617353e+00,1.384710227158994222e-01
1.464507667520906834e+05,1.745112036544521628e+00,1.384749805294306357e-01
1.490082954745782190e+05,1.745144191685537471e+00,1.384790046923126128e-01
1.516104873511852347e+05,1.745176905564818748e+00,1.384830962662730591e-01
1.542581223525598762e+05,1.745210187840980476e+00,1.384872563281943358e-01
1.569519940702921594e+05,1.745244048337815546e+00,1.384914859702602308e-01
1.596929099547817605e+05,1.745278497047055843e+00,1.384957863001012590e-01
