wavelength,n,k
6.986934673366833977e+02,1.567547682797012731e+00,2.765894567978743543e-03
7.008040201005024983e+02,1.567383569014865641e+00,2.594638371128307145e-03
7.029145728643215989e+02,1.567261444964535233e+00,2.431372920423369253e-03
7.050251256281406995e+02,1.567130622844558729e+00,2.276685809207483219e-03
7.071356783919598001e+02,1.566992410328069019e+00,2.130878424370882297e-03
7.092462311557787871e+02,1.566848055713403687e+00,1.994077677220871744e-03
7.113567839195980014e+02,1.566643335837824447e+00,1.866323991181919988e-03
7.134673366834169883e+02,1.566403940812736373e+00,1.747424191911288970e-03
7.155778894472362026e+02,1.566161618750915308e+00,1.637082528986534688e-03
7.176884422110551895e+02,1.565917239542334638e+00,1.534959634352107754e-03
7.197989949748744039e+02,1.565671566638690226e+00,1.440654656152410380e-03
7.219095477386933908e+02,1.565453788299292937e+00,1.353697290481858245e-03
7.240201005025126051e+02,1.565238941813311691e+00,1.273645484223767752e-03
7.261306532663315920e+02,1.565024491867332834e+00,1.200021013196916550e-03
7.282412060301508063e+02,1.564810821338082025e+00,1.132342844621063568e-03
7.303517587939697933e+02,1.564616108579099496e+00,1.070127909648229498e-03
7.324623115577888939e+02,1.564512085356067006e+00,1.012879603061313076e-03
7.345728643216079945e+02,1.564409578950745727e+00,9.602263646714829029e-04
7.366834170854270951e+02,1.564308720146267540e+00,9.117606695335789269e-04
7.387939698492461957e+02,1.564209597561469600e+00,8.671029783492576392e-04
7.409045226130652964e+02,1.564091535115426090e+00,8.259100285261439158e-04
7.430150753768843970e+02,1.563947645113327178e+00,7.878609681584462440e-04
7.451256281407034976e+02,1.563805568416822611e+00,7.526522390416133567e-04
7.472361809045225982e+02,1.563665289454089891e+00,7.200178390727886681e-04
7.493467336683416988e+02,1.563526778825429231e+00,6.897172725292774215e-04
7.514572864321607994e+02,1.563411782342646328e+00,6.615250103306818865e-04
7.535678391959797864e+02,1.563308235125090873e+00,6.352518884876946379e-04
7.556783919597990007e+02,1.563206319178654491e+00,6.107269676666832398e-04
7.577889447236179876e+02,1.563105978849156585e+00,5.877933015406899614e-04
7.598994974874372019e+02,1.563007156736693437e+00,5.663102535660196257e-04
7.620100502512561889e+02,1.562809614156539517e+00,5.461975965365912849e-04
7.641206030150754032e+02,1.562608458619471952e+00,5.272964207425054122e-04
7.662311557788943901e+02,1.562408642512523649e+00,5.095033015918307368e-04
7.683417085427136044e+02,1.562210110756198533e+00,4.927274987443694670e-04
7.704522613065325913e+02,1.561982151053244339e+00,4.768957098445019923e-04
7.725628140703518056e+02,1.561642949991653762e+00,4.619548927834883482e-04
7.746733668341707926e+02,1.561304871567699593e+00,4.478076372396036313e-04
7.767839195979898932e+02,1.560967868940568382e+00,4.343943523400809956e-04
7.788944723618089938e+02,1.560631897426589587e+00,4.216611203747311657e-04
7.810050251256280944e+02,1.560484299239227823e+00,4.095129818402378072e-04
7.831155778894471950e+02,1.560543786862492732e+00,3.979052290783994172e-04
7.852261306532662957e+02,1.560604203193575179e+00,3.868493480856176575e-04
7.873366834170853963e+02,1.560665511094201818e+00,3.763081406359729763e-04
7.894472361809044969e+02,1.560727675325905173e+00,3.662476343167958039e-04
7.915577889447235975e+02,1.560566975842093473e+00,3.566835609558526780e-04
7.936683417085426981e+02,1.560327683115329878e+00,3.475541445769755812e-04
7.957788944723617988e+02,1.560089138357247274e+00,3.388163583793947671e-04
7.978894472361807857e+02,1.559851313435670628e+00,3.304463543165641801e-04
8.000000000000000000e+02,1.559614181648182329e+00,3.224221626233189425e-04
