wavelength,n,k
1.039311448765530940e+03,1.556572910881955041e+00,7.247981006357616276e-06
1.051358224403683607e+03,1.556421785918788769e+00,7.641455782048997813e-06
1.063544635570193350e+03,1.556268909249214571e+00,8.103263290605079274e-06
1.075872300796140053e+03,1.556114260569007035e+00,8.570423661818647493e-06
1.088342857373177367e+03,1.555966394175116285e+00,9.042998941321438774e-06
1.100957961570993803e+03,1.555905230287254248e+00,9.521051893923190604e-06
1.113719288857281299e+03,1.555859331608052676e+00,1.000464601194744196e-05
1.126628534120270388e+03,1.555812900912109553e+00,1.049384552366454253e-05
1.139687411893827630e+03,1.555765932032759036e+00,1.098871540182179453e-05
1.152897656585174445e+03,1.555718418731857122e+00,1.148932137227292108e-05
1.166261022705243704e+03,1.555670354698952318e+00,1.199572992270749623e-05
1.179779285101698179e+03,1.555620381778789474e+00,1.250800831148124315e-05
1.193454239194661795e+03,1.555557230720335582e+00,1.302622457654913326e-05
1.207287701215173001e+03,1.555475565514259584e+00,1.359423520599195512e-05
1.221281508446406860e+03,1.555392446254470373e+00,1.427521408474271235e-05
1.235437519467697484e+03,1.555308363550013118e+00,1.498312601907904618e-05
1.249757614401376713e+03,1.555223306233492364e+00,1.569924344009081591e-05
1.264243695162489303e+03,1.555137263008070203e+00,1.642366145849503118e-05
1.278897685711387339e+03,1.555050222445966357e+00,1.715647628744752735e-05
1.293721532309264603e+03,1.554973322317553253e+00,1.789778525532170265e-05
1.308717203776645647e+03,1.554936033303777831e+00,1.864768681863498463e-05
1.323886691754877802e+03,1.554910472142650324e+00,1.940628057512551119e-05
1.339232010970642477e+03,1.554884614699235890e+00,2.042786131583531093e-05
1.354755199503548738e+03,1.554858457539292971e+00,2.149099275035367681e-05
1.370458319056811888e+03,1.554831997188773629e+00,2.257051460146928173e-05
1.386343455231079588e+03,1.554806239330847717e+00,2.366254931150913951e-05
1.402412717801435292e+03,1.554780902024205380e+00,2.480008313807575903e-05
1.418668240997597195e+03,1.554755310663980428e+00,2.604584327346466311e-05
1.435112183787383856e+03,1.554729422671426997e+00,2.741589038780368299e-05
1.451746730163449229e+03,1.554703234608246332e+00,2.880181787199694192e-05
1.468574089433352128e+03,1.554676742996286887e+00,3.020380979719357778e-05
1.485596496512981957e+03,1.554649944317080035e+00,3.162205236813196946e-05
1.502816212223391403e+03,1.554622835011375104e+00,3.318140083334776167e-05
1.520235523591063838e+03,1.554595411478665312e+00,3.490424738595856405e-05
1.537856744151661132e+03,1.554567670076710373e+00,3.669452014742607141e-05
1.555682214257296891e+03,1.554539607121052214e+00,3.850554416138298472e-05
1.573714301387369687e+03,1.554511218884525592e+00,4.033755995792574111e-05
1.591955400462995613e+03,1.554482501596763599e+00,4.231159560542962947e-05
1.610407934165093138e+03,1.554453451443696288e+00,4.473642772255165853e-05
1.629074353256147106e+03,1.554424064567044628e+00,4.722227652899687450e-05
1.647957136905702555e+03,1.554394337063808029e+00,4.973693908792907551e-05
1.667058793019638188e+03,1.554364264985745203e+00,5.228074938278691106e-05
1.686381858573249929e+03,1.554333844338850801e+00,5.485404526824837185e-05
1.705928899948202115e+03,1.554303071082824061e+00,5.745716851510334949e-05
1.725702513273376780e+03,1.554271941130533241e+00,6.020798576166334508e-05
1.745705324769674235e+03,1.554240450347472047e+00,6.332805614829854941e-05
1.765939991098817245e+03,1.554208594551210521e+00,6.687214068200753991e-05
1.786409199716191551e+03,1.554176369510839484e+00,7.045730509727720151e-05
1.807115669227784338e+03,1.554143770946408987e+00,7.408402555562540980e-05
1.828062149751243624e+03,1.554110794528359651e+00,7.775278373781050053e-05
1.849251423281146344e+03,1.554077435876948243e+00,8.146406690780769524e-05
1.870686304058475798e+03,1.554043690561664581e+00,8.521836797752277079e-05
1.892369638944399412e+03,1.554009554100644452e+00,8.941991006255965951e-05
1.914304307798371156e+03,1.553975021960073866e+00,9.452671522878176792e-05
1.936493223860621583e+03,1.553940089553586423e+00,1.003471630245133021e-04
1.958939334139076664e+03,1.553904752241655141e+00,1.062350762838386363e-04
1.981645619800757686e+03,1.553869005330975606e+00,1.121912370065169482e-04
2.004615096567729552e+03,1.553832844073842701e+00,1.182164362565549774e-04
2.027850815117628144e+03,1.553796263667520217e+00,1.243114742672706615e-04
2.051355861488842038e+03,1.553759259253602920e+00,1.304771605475775833e-04
2.075133357490368780e+03,1.553721825917371069e+00,1.367143139894958816e-04
2.099186461116452847e+03,1.553683958687138045e+00,1.430237629769172576e-04
2.123518366965998666e+03,1.553645652533589772e+00,1.494063454956224397e-04
2.148132306666866043e+03,1.553606902369117027e+00,1.564677807801723999e-04
2.173031549305074350e+03,1.553567703047138870e+00,1.651917925517139253e-04
2.198219401858991205e+03,1.553528049361420749e+00,1.755594362438286764e-04
2.223699209638539287e+03,1.553487936045381490e+00,1.860472524574759883e-04
2.249474356729501778e+03,1.553447357771394088e+00,1.966566341258386399e-04
2.275548266442981458e+03,1.553406309150079379e+00,2.073889903277447507e-04
2.301924401770062104e+03,1.553364784729588166e+00,2.178076282148039722e-04
2.328606265841751792e+03,1.553322778994878917e+00,2.273531897795027579e-04
2.355597402394235360e+03,1.553280286366984786e+00,2.364511359078425869e-04
2.382901396239549285e+03,1.553237301202271992e+00,2.456545373507629964e-04
2.410521873741683521e+03,1.553193817791691078e+00,2.549646164526494455e-04
2.438462503298220327e+03,1.553149830360018191e+00,2.644021705836193943e-04
2.466726995827549672e+03,1.553105333065088356e+00,2.741306703092732358e-04
2.495319105261735785e+03,1.553060319997019434e+00,2.852651546056098227e-04
2.524242629045091689e+03,1.553014785177426971e+00,2.965651004827576302e-04
2.553501408638529483e+03,1.552968722558630388e+00,3.079960253006907927e-04
2.583099330029766861e+03,1.552922126022850069e+00,3.195594472510107165e-04
2.613040324249439436e+03,1.552874989381394455e+00,3.343231315345476080e-04
2.643328367893208451e+03,1.552827306373837590e+00,3.545966309286527384e-04
2.673967483649889800e+03,1.552779070667189121e+00,3.786883634101596212e-04
2.704961740835748060e+03,1.552730275855051412e+00,4.030593458665279543e-04
2.736315255934941888e+03,1.552680915456770672e+00,4.277128151155530308e-04
2.768032193146262216e+03,1.552630982916573865e+00,4.526520454933504627e-04
2.800116764936192340e+03,1.552580471602700074e+00,4.778803492892307568e-04
2.832573232598393588e+03,1.552529374806518758e+00,5.034010771856263803e-04
2.865405906819658412e+03,1.552477685741638247e+00,5.292176187031043862e-04
2.898619148252430932e+03,1.552425397543006236e+00,5.543235744709118246e-04
2.932217368093967707e+03,1.552381922409478365e+00,5.785480601366064330e-04
2.966205028672205572e+03,1.552366139595251493e+00,6.029775354009505543e-04
3.000586644038431587e+03,1.552386774275904768e+00,6.276901754546532772e-04
3.035366780566806938e+03,1.552407648135456952e+00,6.526892624925675294e-04
3.070550057560842561e+03,1.552428763946257950e+00,6.779781167538314083e-04
3.106141147866918345e+03,1.552450124512791296e+00,7.035600969628498513e-04
3.142144778494894581e+03,1.552471732672048743e+00,7.294386007753746572e-04
3.178565731245956158e+03,1.552487697632916275e+00,7.556170652297832576e-04
3.215408843347642687e+03,1.552494091460441039e+00,7.820989672035223023e-04
3.252679008096381040e+03,1.552494091460441039e+00,8.121974013282028376e-04
3.290381175507322496e+03,1.552494091460441039e+00,8.497898680949774039e-04
3.328520352971805551e+03,1.552494091460441039e+00,8.909954320739711144e-04
3.367101605922404360e+03,1.552494091460441039e+00,9.326786143692919213e-04
3.406130058505683337e+03,1.552494091460441039e+00,9.748449511084376603e-04
3.445610894262783859e+03,1.552494091460441039e+00,1.017500042588801151e-03
3.485549356817835360e+03,1.552494091460441039e+00,1.060649554021431476e-03
3.525950750574409540e+03,1.552494091460441039e+00,1.111213085753773007e-03
3.566820441420015413e+03,1.552495230071180954e+00,1.168721287129940653e-03
3.608163857438759351e+03,1.552499969034398353e+00,1.228782392646570300e-03
3.649986489632299708e+03,1.552509118437909175e+00,1.289539673177540324e-03
3.692293892649091504e+03,1.552518373893183146e+00,1.351001198165560028e-03
3.735091685522149419e+03,1.552527736629477628e+00,1.413175130587162849e-03
3.778385552415331404e+03,1.552537207890299253e+00,1.476069728036861475e-03
3.822181243378268846e+03,1.552546788933568012e+00,1.539693343823862358e-03
3.866484575110084734e+03,1.552556481031784674e+00,1.604054428081546062e-03
3.911301431731893445e+03,1.552552515336448113e+00,1.669161528889707806e-03
3.956637765568325449e+03,1.552532562347088030e+00,1.735023293409905781e-03
4.002499597938071929e+03,1.552504947476661457e+00,1.801648469033915968e-03
4.048893019953599833e+03,1.552477012519172916e+00,1.869045904545506591e-03
4.095824193330171511e+03,1.552448753764456901e+00,1.937224551295731265e-03
4.143299351204132108e+03,1.552420167459343636e+00,2.006193464391684694e-03
4.191324798960861699e+03,1.552391249807159923e+00,2.075961803899300726e-03
4.239906915072138872e+03,1.552361996967224433e+00,2.146538836059818951e-03
4.289052151943333229e+03,1.552289619533469001e+00,2.217933934520535232e-03
4.338767036770368577e+03,1.552199145249862910e+00,2.290156581579741186e-03
4.389058172406620542e+03,1.552107098230880444e+00,2.369061171298088991e-03
4.439932238239905018e+03,1.552013984284570602e+00,2.458377277945948680e-03
4.491395991079544729e+03,1.551919791044059860e+00,2.554283837939281838e-03
4.543456266053807667e+03,1.551824505999127579e+00,2.651302061632498930e-03
4.596119977517701955e+03,1.551728116494546006e+00,2.749444834444302044e-03
4.649394119971288092e+03,1.551719703000287165e+00,2.848725191149707910e-03
4.703285768988691416e+03,1.551718791031524880e+00,2.949156317611324914e-03
4.757802082157782024e+03,1.551718791031524880e+00,3.051390981774703814e-03
4.812950300030845938e+03,1.551718791031524880e+00,3.155988883995811210e-03
4.868737747086219315e+03,1.551718791031524880e+00,3.262429020361815816e-03
4.925171832701084895e+03,1.551718791031524880e+00,3.370102916293543898e-03
4.982260052135569822e+03,1.551718791031524880e+00,3.482909414455251981e-03
5.040009987528178499e+03,1.551718791031524880e+00,3.612345569596504824e-03
5.098429308902842422e+03,1.551718791031524880e+00,3.759172219878786480e-03
5.157525775187599720e+03,1.551718791031524880e+00,3.907700754341937935e-03
5.217307235245086304e+03,1.551718791031524880e+00,4.057950899716470002e-03
5.277781628915012334e+03,1.551718791031524880e+00,4.209942611387706458e-03
5.338956988068634928e+03,1.551718791031524880e+00,4.363696076046016947e-03
5.400841437675540874e+03,1.551718791031524880e+00,4.519231714367986930e-03
5.463443196882749362e+03,1.551718791031524880e+00,4.676570183728549421e-03
5.526770580106328453e+03,1.551718791031524880e+00,4.835732380944571598e-03
5.590831998135713548e+03,1.551718842806355969e+00,4.996739445050366393e-03
5.655635959250675114e+03,1.551719373451451389e+00,5.159612760104991154e-03
5.721191070351478629e+03,1.551735342373442794e+00,5.323963013598688281e-03
5.787506038101896593e+03,1.551751923881023121e+00,5.489981153675351638e-03
5.854589670085630132e+03,1.551768697586718648e+00,5.657882997545944648e-03
5.922450875976069256e+03,1.551785665718319329e+00,5.827731010531429952e-03
5.991098668719617308e+03,1.551802830529437571e+00,5.999547750896396317e-03
6.060542165732786088e+03,1.551820194299807776e+00,6.172527159761159732e-03
6.130790590113048893e+03,1.551838252670552531e+00,6.345176120362898582e-03
6.201853271863850750e+03,1.551858787698952247e+00,6.517113615570948107e-03
6.273739649133752209e+03,1.551884553613960493e+00,6.691044057581438040e-03
6.346459269469942228e+03,1.551910618184581203e+00,6.866990546864384405e-03
6.420021791086334815e+03,1.551936984872565040e+00,7.044976451650026075e-03
6.494436984146251234e+03,1.551963657179788347e+00,7.225025411032299713e-03
6.569714732060083406e+03,1.551990638648717891e+00,7.407161338108556557e-03
6.645865032797941240e+03,1.552017932862881811e+00,7.591408423155544469e-03
6.722898000217518529e+03,1.552036364292854742e+00,7.777791136842197341e-03
6.800823865407402991e+03,1.552032136123688622e+00,7.968849715127061806e-03
6.879652978045841337e+03,1.552008275218973221e+00,8.172964647542392547e-03
6.959395807775377762e+03,1.551984137739833347e+00,8.398277101374584941e-03
7.040062945593354925e+03,1.551959720480464044e+00,8.626201177144575058e-03
7.121665105258542098e+03,1.551935020197901194e+00,8.856767146455288633e-03
7.204213124714141486e+03,1.551910033611591189e+00,9.090005631791351834e-03
7.287717967527079963e+03,1.551884757402955284e+00,9.325947610585789624e-03
7.372190724344309274e+03,1.551860189945128754e+00,9.564624419334782912e-03
7.457642614365663576e+03,1.551839543675911592e+00,9.806067757759211190e-03
7.544084986833992843e+03,1.551824462681816508e+00,1.005030969301501202e-02
7.631529322542497539e+03,1.551809206882226677e+00,1.029738266395212841e-02
7.719987235359523766e+03,1.551793774250951552e+00,1.054731948542281597e-02
7.809470473771111756e+03,1.551778162738315370e+00,1.083736089292772035e-02
7.899990922441280418e+03,1.551762370270884261e+00,1.113191526631674907e-02
7.991560603790536334e+03,1.551746394751190916e+00,1.142990661053328375e-02
8.084191679592611763e+03,1.551730234057455915e+00,1.173135200586236139e-02
8.177896452589708133e+03,1.551716548302871868e+00,1.203629148859800511e-02
8.272687368126536967e+03,1.551706044623611724e+00,1.234476555909956412e-02
8.368577015803153699e+03,1.551696100018791435e+00,1.264606846080328778e-02
8.465578131147092790e+03,1.551686040144940826e+00,1.290466561246581684e-02
8.563703597304820505e+03,1.551675863665963329e+00,1.308680236353736669e-02
8.662966446752783668e+03,1.551665569230276098e+00,1.327105028213064475e-02
8.763379863028369073e+03,1.551655155470629266e+00,1.345743383902536956e-02
8.864957182480782649e+03,1.551644621003926083e+00,1.364597778864473643e-02
8.967711896042366789e+03,1.551633964431036850e+00,1.383670717234326830e-02
9.071657651020370395e+03,1.551623184336615502e+00,1.402964732173263285e-02
9.176808252909497241e+03,1.551612279288909768e+00,1.424051082353049343e-02
9.283177667225541882e+03,1.551601247839572206e+00,1.449288289514089403e-02
9.390780021360105820e+03,1.551594748863349693e+00,1.478160074782196645e-02
9.499629606456992406e+03,1.551631097231879641e+00,1.507366516153448716e-02
9.609740879310253149e+03,1.551674723337240769e+00,1.536911492664293569e-02
9.721128464284265647e+03,1.551719043138579668e+00,1.566798928313526199e-02
9.833807155256054102e+03,1.551763876655709806e+00,1.597032792583451960e-02
9.947791917580112568e+03,1.551809229843168270e+00,1.627617100967085340e-02
1.006309789007609288e+04,1.551855108724512267e+00,1.657935151757077702e-02
1.017974038703935366e+04,1.551890128874313657e+00,1.685658417066589893e-02
1.029773490027498156e+04,1.551896152122510308e+00,1.709468685401939123e-02
1.041709710115532107e+04,1.551874342318815714e+00,1.733554941229643181e-02
1.053784284270132775e+04,1.551852279715238980e+00,1.757920383551693500e-02
1.065998816168816484e+04,1.551829961381548051e+00,1.782568248450086545e-02
1.078354928077499244e+04,1.551807384353546926e+00,1.807501809516594282e-02
1.090854261065965693e+04,1.551784545632680201e+00,1.832724378287563585e-02
1.103498475225824586e+04,1.551761442185637163e+00,1.858231502283442388e-02
1.116289249890990504e+04,1.551738070943946557e+00,1.877001939134437594e-02
1.129228283860731972e+04,1.551721494394817880e+00,1.888132324839048373e-02
1.142317295625284896e+04,1.551718791031524880e+00,1.899391724093455955e-02
1.155558023594099541e+04,1.551718791031524880e+00,1.910781632308194283e-02
1.168952226326726122e+04,1.551718791031524880e+00,1.922303562227268767e-02
1.182501682766373051e+04,1.551718791031524880e+00,1.933959044129068827e-02
1.196208192476188196e+04,1.551718791031524880e+00,1.945749626029618859e-02
1.210073575878242445e+04,1.551718791031524880e+00,1.984457805301419880e-02
1.224099674495338513e+04,1.551718791031524880e+00,2.037493824451756461e-02
1.238288351195567884e+04,1.551718791031524880e+00,2.093565401634723405e-02
1.252641490439735026e+04,1.551718791031524880e+00,2.150286910761376249e-02
1.267160998531649966e+04,1.551718791031524880e+00,2.207665885265838734e-02
1.281848803871288510e+04,1.551718791031524880e+00,2.265709945903052538e-02
1.296706857210943053e+04,1.551718791031524880e+00,2.324426801761048794e-02
1.311737131914285055e+04,1.551718791031524880e+00,2.347225756492938784e-02
1.326941624218466131e+04,1.551718791031524880e+00,2.363718179113416182e-02
1.342322353499256133e+04,1.551718791031524880e+00,2.379401861569977947e-02
1.357881362539219299e+04,1.551718791031524880e+00,2.395267335349971632e-02
1.373620717799058730e+04,1.551718791031524880e+00,2.411316707617035954e-02
1.389542509692045678e+04,1.551718791031524880e+00,2.427552109959170076e-02
1.405648852861668638e+04,1.551718791031524880e+00,2.443975698671850549e-02
1.421941886462486218e+04,1.551718791031524880e+00,2.460589655044417498e-02
1.438423774444235096e+04,1.551718791031524880e+00,2.477396185649778648e-02
1.455096705839243441e+04,1.551718791031524880e+00,2.492182457100981449e-02
1.471962895053151624e+04,1.551718791031524880e+00,2.489360782433143113e-02
1.489024582159026431e+04,1.551718791031524880e+00,2.483328710726099772e-02
1.506284033194873518e+04,1.551718791031524880e+00,2.477226720598958015e-02
1.523743540464595935e+04,1.551718791031524880e+00,2.471054001619464591e-02
1.541405422842460030e+04,1.551718791031524880e+00,2.464809733961552049e-02
1.559272026081044351e+04,1.551718791031524880e+00,2.458493088296462986e-02
1.577345723122828713e+04,1.551718791031524880e+00,2.453168921339543562e-02
1.595628914415323743e+04,1.551718791031524880e+00,2.457569375760074865e-02
1.614124028229897158e+04,1.551718791031524880e+00,2.466366069769477393e-02
1.632833520984293318e+04,1.551718791031524880e+00,2.475382675106120242e-02
1.651759877568851152e+04,1.551718791031524880e+00,2.484503792927095570e-02
1.670905611676571425e+04,1.551718791031524880e+00,2.493730634648341771e-02
1.690273266136942038e+04,1.551718791031524880e+00,2.503064425727450845e-02
1.709865413253672159e+04,1.551718791031524880e+00,2.512506405826430214e-02
1.729684655146344085e+04,1.551718791031524880e+00,2.522057828976354693e-02
